,n_expt,id,phant_id,tum_rad,tum_shape,tum_x,tum_y,tum_z,birads,adi_ref_id,emp_ref_id,date,n_session,ant_rad,ant_z,fib_ang,adi_x,adi_y,fib_ref_id,fib_x,fib_y,tum_in_fib
249,9,300,A12F13,,,,,,4,,298,23/10/2019,39,22,-6.51,-30,-0.5,-0.5,,0,0,
250,10,301,A12F13,,,,,,4,,298,23/10/2019,39,22,-6.51,-45,0,1,,0,0,
251,11,302,A12F13,,,,,,4,,298,23/10/2019,39,22,-6.51,-60,0,-1,,0,0,
252,12,303,A12F13,,,,,,4,,298,23/10/2019,39,22,-6.51,-75,1,0,,0,0,
253,13,304,A12F13,,,,,,4,,298,23/10/2019,39,22,-6.51,-90,-1,0,,0,0,
254,1,305,A12F13,,,,,,4,,308,23/10/2019,40,22,-6.51,180,0,0,,0,0,
255,2,306,A12F13,,,,,,4,,308,23/10/2019,40,22,-6.51,195,-1,0,,0,0,
256,3,307,A12F13,,,,,,4,,308,23/10/2019,40,22,-6.51,210,-1,0,,0,0,
257,5,309,A12F13,,,,,,4,,308,23/10/2019,40,22,-6.51,165,0.5,0.5,,0,0,
258,6,310,A12F13,,,,,,4,,308,23/10/2019,40,22,-6.51,150,0.5,0.5,,0,-1,
259,7,311,A12F13,,,,,,4,,308,23/10/2019,40,22,-6.51,0,0.5,0.5,,0,-1,
260,1,312,A15F13,,,,,,2,,316,23/10/2019,41,22,-6.51,0,0,0,,0,0,
261,2,313,A15F13,,,,,,2,,316,23/10/2019,41,22,-6.51,90,0,0.5,,0,0,
262,3,314,A15F13,,,,,,2,,316,23/10/2019,41,22,-6.51,180,0,-0.5,,0,0,
263,4,315,A15F13,,,,,,2,,316,23/10/2019,41,22,-6.51,-90,-0.5,0,,0,0,
264,6,317,A16F13,,,,,,2,,316,23/10/2019,41,22,-6.51,180,0,0,,0,0,
265,7,318,A16F13,,,,,,2,,316,23/10/2019,41,22,-6.51,0,0,-0.5,,0,0,
266,8,319,A16F13,,,,,,2,,316,23/10/2019,41,22,-6.51,90,0.5,0,,0,0,
267,9,320,A16F13,,,,,,2,,316,23/10/2019,41,22,-6.51,-90,0,0,,0,-1,
240,1,288,A1F11,0.5,sphere,-2.25,-2.25,-6.7,4,290,291,22/10/2019,38,22,-6.51,0,0,0.5,289,0,0,0
241,2,289,A1F11,,,,,,4,290,291,22/10/2019,38,22,-6.51,0,0,0.5,,0,0,
307,1,367,A1F3,,,,,,3,,372,24/10/2019,49,21,-6.51,15,0,0,,0,0,
308,2,368,A1F3,,,,,,3,,372,24/10/2019,49,21,-6.51,30,0,-0.5,,0,0,
309,3,369,A1F3,,,,,,3,,372,24/10/2019,49,21,-6.51,45,0,0.5,,0,0,
310,4,370,A1F3,,,,,,3,,372,24/10/2019,49,21,-6.51,60,0.5,0,,0,0,
311,5,371,A1F3,,,,,,3,,372,24/10/2019,49,21,-6.51,180,0,0,,0,0,
312,7,373,A1F3,,,,,,3,,372,24/10/2019,49,21,-6.51,195,-0.5,0,,0,0,
313,8,374,A1F3,,,,,,3,,372,24/10/2019,49,21,-6.51,210,-0.5,-0.5,,0,0,
314,9,375,A1F3,,,,,,3,,372,24/10/2019,49,21,-6.51,225,0.5,0.5,,0,0,
315,10,376,A1F3,,,,,,3,,372,24/10/2019,49,21,-6.51,240,0.5,-0.5,,0,0,
279,1,334,A11F3,,,,,,2,,339,24/10/2019,44,21,-6.51,0,0,0,,0,0,
280,2,335,A11F3,,,,,,2,,339,24/10/2019,44,21,-6.51,30,0,0.5,,0,0,
281,3,336,A11F3,,,,,,2,,339,24/10/2019,44,21,-6.51,45,0,-0.5,,0,0,
282,4,337,A11F3,,,,,,2,,339,24/10/2019,44,21,-6.51,75,0.5,0,,0,0,
283,5,338,A11F3,,,,,,2,,339,24/10/2019,44,21,-6.51,90,-0.5,0,,0,0,
284,7,340,A11F3,,,,,,2,,339,24/10/2019,44,21,-6.51,-15,0,-1,,0,0,
285,8,341,A11F3,,,,,,2,,339,24/10/2019,44,21,-6.51,-30,0,1,,0,0,
286,9,342,A11F3,,,,,,2,,339,24/10/2019,44,21,-6.51,180,1,0,,0,0,
287,10,343,A11F3,,,,,,2,,339,24/10/2019,44,21,-6.51,180,0,0,,0,-1,
288,11,344,A11F3,,,,,,2,,339,24/10/2019,44,21,-6.51,195,-1,0,,0,0,
289,1,345,A11F3,,,,,,2,,347,24/10/2019,45,21,-6.51,210,0,0,,0,0,
290,2,346,A11F3,,,,,,2,,347,24/10/2019,45,21,-6.51,225,0.5,0.5,,0,0,
291,4,348,A11F3,,,,,,2,,347,24/10/2019,45,21,-6.51,165,0,0,,0,0,
292,5,349,A11F3,,,,,,2,,347,24/10/2019,45,21,-6.51,180,0,0,,0,1,
293,1,350,A12F3,,,,,,2,,353,24/10/2019,46,21,-6.51,0,0,0,,0,0,
294,2,351,A12F3,,,,,,2,,353,24/10/2019,46,21,-6.51,90,0,0.5,,0,0,
295,3,352,A12F3,,,,,,2,,353,24/10/2019,46,21,-6.51,180,0.5,0,,0,0,
296,5,354,A12F3,,,,,,2,,353,24/10/2019,46,21,-6.51,-90,0,1,,0,0,
297,6,355,A12F3,,,,,,2,,353,24/10/2019,46,21,-6.51,-45,0,0,,0,-1.5,
298,7,356,A12F3,,,,,,2,,353,24/10/2019,46,21,-6.51,45,0,0,,1,0,
299,1,357,A13F3,,,,,,2,,360,24/10/2019,47,22,-6.51,180,0,0,,0,0,
300,2,358,A13F3,,,,,,2,,360,24/10/2019,47,22,-6.51,-90,0,-0.5,,0,0,
301,3,359,A13F3,,,,,,2,,360,24/10/2019,47,22,-6.51,0,0.5,0,,0,0,
302,5,361,A13F3,,,,,,2,,360,24/10/2019,47,22,-6.51,90,0,0,,0,-1,
303,6,362,A13F3,,,,,,2,,360,24/10/2019,47,22,-6.51,45,0,0,,0,0,
304,1,363,A14F3,,,,,,2,,366,24/10/2019,48,22,-6.51,0,0,0,,0,0,
305,2,364,A14F3,,,,,,2,,366,24/10/2019,48,22,-6.51,90,0,1,,0,0,
306,3,365,A14F3,,,,,,2,,366,24/10/2019,48,22,-6.51,45,0,0,,0,0,
316,11,377,A1F3,,,,,,3,,372,24/10/2019,49,21,-6.51,180,0.5,-0.5,,0,0.5,
317,1,378,A1F3,,,,,,3,,383,24/10/2019,50,21,-6.51,15,0,-1,,0,0,
318,2,379,A1F3,,,,,,3,,383,24/10/2019,50,21,-6.51,30,-1,0,,0,0,
319,3,380,A1F3,,,,,,3,,383,24/10/2019,50,21,-6.51,45,1,0,,0,0,
320,4,381,A1F3,,,,,,3,,383,24/10/2019,50,21,-6.51,60,0,1,,0,0,
321,5,382,A1F3,,,,,,3,,383,24/10/2019,50,21,-6.51,195,0,1,,0,0,
322,7,384,A1F3,,,,,,3,,383,24/10/2019,50,21,-6.51,210,0,0,,0,0,
323,8,385,A1F3,,,,,,3,,383,24/10/2019,50,21,-6.51,225,-0.5,-0.5,,0,0,
324,9,386,A1F3,,,,,,3,,383,24/10/2019,50,21,-6.51,240,0,1,,0,0,
325,10,387,A1F3,,,,,,3,,383,24/10/2019,50,21,-6.51,240,0,-1,,0,0,
897,1,1144,A1F3,1.5,sphere,-0.75,-2.25,-6,3,1148,1149,12/12/2019,136,21,-6.51,180,0,0,,0,1,0
898,2,1145,A1F3,1,sphere,-0.75,-2.25,-6.2,3,1148,1149,12/12/2019,136,21,-6.51,180,0,0,,0,1,0
899,3,1146,A1F3,1,sphere,-2.25,-0.75,-6.2,3,1148,1149,12/12/2019,136,21,-6.51,180,0,0,,1,0,0
900,4,1147,A1F3,0.5,sphere,-2.25,-0.75,-6.2,3,1148,1149,12/12/2019,136,21,-6.51,180,0,0,,1,0,0
901,7,1150,A1F3,1,sphere,1.75,0.75,-6.2,3,1154,1149,12/12/2019,136,21,-6.51,210,0.5,0,,-0.5,0,0
902,8,1151,A1F3,1,sphere,0.75,-2.5,-5.7,3,1154,1149,12/12/2019,136,21,-6.51,240,0.5,0,,0,0.75,0
903,9,1152,A1F3,0.5,sphere,0.75,-2.5,-5.7,3,1154,1149,12/12/2019,136,21,-6.51,240,0.5,0,,0,0.75,0
904,10,1153,A1F3,0.5,sphere,-0.75,0.5,-5.7,3,1154,1149,12/12/2019,136,21,-6.51,240,0.5,0,,0,-2,0
905,1,1155,A1F3,1.5,sphere,-1.25,-0.75,-6,3,1159,1160,12/12/2019,137,21,-6.51,210,0,0.75,,-0.75,0,0
906,2,1156,A1F3,1,sphere,-2,-1,-6,3,1159,1160,12/12/2019,137,21,-6.51,210,0,0.75,,-0.75,0,0
907,3,1157,A1F3,0.5,sphere,-1,-2.5,-6,3,1159,1160,12/12/2019,137,21,-6.51,180,0,0.75,,0,0,0
908,4,1158,A1F3,0.5,sphere,-1,-2.5,-6,3,1159,1160,12/12/2019,137,21,-6.51,180,0,0.75,,0,0,0
909,7,1161,A1F3,1.5,sphere,-0.5,-2,-6,3,1165,1160,12/12/2019,137,21,-6.51,195,0,0,,0,1,0
330,2,394,A15F3,,,,,,2,,393,24/10/2019,52,22,-6.51,0,0,0,,0,0,
331,3,395,A15F3,,,,,,2,,393,24/10/2019,52,22,-6.51,90,0,0,,0,-1.5,
910,8,1162,A1F3,1,sphere,-0.75,-1,-6,3,1165,1160,12/12/2019,137,21,-6.51,195,0,0,,0,1,0
911,9,1163,A1F3,0.5,sphere,0,2.3,-6,3,1165,1160,12/12/2019,137,21,-6.51,195,0,0,,0,-2,0
912,10,1164,A1F3,0.5,sphere,0,2.5,-6,3,1165,1160,12/12/2019,137,21,-6.51,195,0,0,,0,-2,0
335,1,400,A16F3,,,,,,2,,402,24/10/2019,54,22,-6.51,0,0,0,,0,0,
336,2,401,A16F3,,,,,,2,,402,24/10/2019,54,22,-6.51,90,0,0,,0,-1,
913,1,1166,A1F3,1.5,sphere,-0.25,-3,-5,3,1169,1170,12/12/2019,138,21,-6.51,180,0,-0.5,,0,0.5,0
914,2,1167,A1F3,1,sphere,-0.25,-3,-5.5,3,1169,1170,12/12/2019,138,21,-6.51,180,0,-0.5,,0,0.5,0
915,3,1168,A1F3,0.5,sphere,-0.25,-3,-5.5,3,1169,1170,12/12/2019,138,21,-6.51,180,0,-0.5,,0,0.5,0
127,1,152,A1F4,,,,,,4,,156,17/09/2019,20,21,-6.51,0,0,0,,0,0,
128,2,153,A1F4,,,,,,4,,156,17/09/2019,20,21,-6.51,0,0,0,,0,0.5,
129,3,154,A1F4,,,,,,4,,156,17/09/2019,20,21,-6.51,0,0,-1,,0,0,
130,4,155,A1F4,,,,,,4,,156,17/09/2019,20,21,-6.51,0,0,1,,0,0,
131,6,157,A1F4,,,,,,4,,156,17/09/2019,20,21,-6.51,0,1,0,,0,0,
132,7,158,A1F4,,,,,,4,,156,17/09/2019,20,21,-6.51,0,-1,0,,0,0,
133,8,159,A1F4,,,,,,4,,156,17/09/2019,20,21,-6.51,0,1,-1,,0,0,
134,9,160,A1F4,,,,,,4,,156,17/09/2019,20,21,-6.51,0,-1,1,,0,0,
135,10,161,A1F4,,,,,,4,,156,17/09/2019,20,21,-6.51,0,0.5,0.5,,0,0,
916,6,1171,A1F4,1.5,sphere,-0.75,1.75,-5,4,1175,1170,12/12/2019,138,21,-6.51,0,0,0,,0,0,1
917,7,1172,A1F4,1,sphere,-1.5,2,-5,4,1175,1170,12/12/2019,138,21,-6.51,0,0,0,,0,0,1
918,8,1173,A1F4,1,sphere,0.5,0,-5,4,1175,1170,12/12/2019,138,21,-6.51,0,0,0,,0,0,1
919,9,1174,A1F4,0.5,sphere,0.75,0.75,-5,4,1175,1170,12/12/2019,138,21,-6.51,0,0,0,,0,0,1
920,1,1176,A1F4,1.5,sphere,0,1.75,-5.5,4,1181,1182,12/12/2019,139,21,-6.51,180,0,0,,0,0,1
921,2,1177,A1F4,1,sphere,0.75,1.5,-5.5,4,1181,1182,12/12/2019,139,21,-6.51,180,0,0,,0,0,1
922,3,1178,A1F4,1,sphere,-1.25,0,-5.5,4,1181,1182,12/12/2019,139,21,-6.51,180,0,0,,0,0,1
356,1,424,A15F5,,,,,,4,,429,25/10/2019,57,22,-6.51,0,0,0,,0,0,
357,2,425,A15F5,,,,,,4,,429,25/10/2019,57,22,-6.51,15,0,0.5,,0,0,
358,3,426,A15F5,,,,,,4,,429,25/10/2019,57,22,-6.51,30,0,-0.5,,0,0,
359,4,427,A15F5,,,,,,4,,429,25/10/2019,57,22,-6.51,45,0.5,0,,0,0,
360,5,428,A15F5,,,,,,4,,429,25/10/2019,57,22,-6.51,180,0,0,,0,-1,
361,7,430,A15F5,,,,,,4,,429,25/10/2019,57,22,-6.51,195,0,0,,0,-1,
362,8,431,A15F5,,,,,,4,,429,25/10/2019,57,22,-6.51,210,0,-0.5,,0,-1,
363,9,432,A15F5,,,,,,4,,429,25/10/2019,57,22,-6.51,-15,0.5,0.5,,0,0,
364,10,433,A15F5,,,,,,4,,429,25/10/2019,57,22,-6.51,-30,-0.5,-0.5,,0,0,
365,11,434,A15F5,,,,,,4,,429,25/10/2019,57,22,-6.51,0,0.5,-0.5,,0,0.5,
366,1,435,A15F5,,,,,,4,,439,25/10/2019,58,22,-6.51,15,0,0,,-0.5,0.5,
367,2,436,A15F5,,,,,,4,,439,25/10/2019,58,22,-6.51,30,0.5,0,,0,0,
368,3,437,A15F5,,,,,,4,,439,25/10/2019,58,22,-6.51,45,0,-0.5,,0,0,
369,4,438,A15F5,,,,,,4,,439,25/10/2019,58,22,-6.51,180,0,0.5,,0,0,
923,4,1179,A1F4,0.5,sphere,1,1.5,-5.5,4,1181,1182,12/12/2019,139,21,-6.51,180,0,0,,0,0,1
924,5,1180,A1F4,0.5,sphere,-2,1.75,-5.5,4,1181,1182,12/12/2019,139,21,-6.51,180,0,0,,0,0,1
150,1,183,A2F1,1.5,sphere,-2.25,2.25,-6.5,1,186,187,27/09/2019,24,22,-6.51,0,0,0,,0,0,0
151,2,184,A2F1,1,sphere,-2.25,2.25,-6.7,1,186,187,27/09/2019,24,22,-6.51,0,0,0,,0,0,0
152,3,185,A2F1,0.5,sphere,-2.25,2.25,-6.7,1,186,187,27/09/2019,24,22,-6.51,0,0,0,,0,0,0
153,1,188,A2F1,,,,,,1,,193,27/09/2019,25,22,-6.51,0,0,0,,0,0,
154,2,189,A2F1,,,,,,1,,193,27/09/2019,25,22,-6.51,45,0,0.5,,0,0,
377,1,448,A16F5,,,,,,4,,453,25/10/2019,60,22,-6.51,0,0,0,,0,0,
378,2,449,A16F5,,,,,,4,,453,25/10/2019,60,22,-6.51,15,0,-0.5,,0,0,
379,3,450,A16F5,,,,,,4,,453,25/10/2019,60,22,-6.51,30,0.5,0,,0,0,
380,4,451,A16F5,,,,,,4,,453,25/10/2019,60,22,-6.51,180,-0.5,0,,0,0,
381,5,452,A16F5,,,,,,4,,453,25/10/2019,60,22,-6.51,195,0,-0.5,,0,0,
382,7,454,A16F5,,,,,,4,,453,25/10/2019,60,22,-6.51,210,0.5,0,,0,0,
383,8,455,A16F5,,,,,,4,,453,25/10/2019,60,22,-6.51,225,0,0,,0,0,
384,9,456,A16F5,,,,,,4,,453,25/10/2019,60,22,-6.51,180,0,0,,0,-1,
385,10,457,A16F5,,,,,,4,,453,25/10/2019,60,22,-6.51,195,0.5,0,,0,-1.25,
386,11,458,A16F5,,,,,,4,,453,25/10/2019,60,22,-6.51,210,0,-0.5,,0,-1.5,
387,1,459,A16F5,,,,,,4,,463,25/10/2019,61,22,-6.51,225,0,-0.5,,0,-2,
388,2,460,A16F5,,,,,,4,,463,25/10/2019,61,22,-6.51,0,0,-0.5,,0,1.5,
389,3,461,A16F5,,,,,,4,,463,25/10/2019,61,22,-6.51,15,0.5,0,,0,1,
390,4,462,A16F5,,,,,,4,,463,25/10/2019,61,22,-6.51,30,0,0,,0,0,
391,1,464,A12F1,,,,,,1,,469,26/10/2019,62,21,-6.51,0,0,0,,0,0,
392,2,465,A12F1,,,,,,1,,469,26/10/2019,62,21,-6.51,15,0,-0.5,,0,0,
393,3,466,A12F1,,,,,,1,,469,26/10/2019,62,21,-6.51,30,0,0.5,,0,0,
394,4,467,A12F1,,,,,,1,,469,26/10/2019,62,21,-6.51,45,-0.5,0,,0,0,
395,5,468,A12F1,,,,,,1,,469,26/10/2019,62,21,-6.51,90,0.5,0,,0,0,
396,7,470,A12F1,,,,,,1,,469,26/10/2019,62,21,-6.51,-45,0,0,,0,0,
397,8,471,A12F1,,,,,,1,,469,26/10/2019,62,21,-6.51,-90,0.5,0.5,,0,0,
398,9,472,A12F1,,,,,,1,,469,26/10/2019,62,21,-6.51,-15,-0.5,-0.5,,0,0,
399,10,473,A12F1,,,,,,1,,469,26/10/2019,62,21,-6.51,-30,-0.5,0.5,,0,0,
400,11,474,A12F1,,,,,,1,,469,26/10/2019,62,21,-6.51,-60,0,0,,0,-2,
401,1,475,A12F1,,,,,,1,,480,26/10/2019,63,21,-6.51,180,0,-0.5,,1,1,
402,2,476,A12F1,,,,,,1,,480,26/10/2019,63,21,-6.51,195,0,0.5,,-2,-1,
403,3,477,A12F1,,,,,,1,,480,26/10/2019,63,21,-6.51,210,0.5,0,,0,2,
404,4,478,A12F1,,,,,,1,,480,26/10/2019,63,21,-6.51,225,-0.5,0,,-2,0,
405,5,479,A12F1,,,,,,1,,480,26/10/2019,63,21,-6.51,165,0.5,0.5,,1,-1,
406,7,481,A12F1,,,,,,1,,480,26/10/2019,63,21,-6.51,150,-0.5,-0.5,,-2,0,
407,8,482,A12F1,,,,,,1,,480,26/10/2019,63,21,-6.51,135,0,0,,2,2,
408,9,483,A12F1,,,,,,1,,480,26/10/2019,63,21,-6.51,0,0,0.5,,-2,-2,
409,1,484,A14F1,,,,,,1,,489,26/10/2019,64,22,-6.51,0,0,0,,0,0,
410,2,485,A14F1,,,,,,1,,489,26/10/2019,64,22,-6.51,15,0,-0.5,,0,0,
411,3,486,A14F1,,,,,,1,,489,26/10/2019,64,22,-6.51,30,0,0.5,,0,0,
412,4,487,A14F1,,,,,,1,,489,26/10/2019,64,22,-6.51,45,0.5,0,,0,0,
413,5,488,A14F1,,,,,,1,,489,26/10/2019,64,22,-6.51,90,-0.5,0,,0,0,
414,7,490,A14F1,,,,,,1,,489,26/10/2019,64,22,-6.51,-30,0,0,,0,-2,
415,8,491,A14F1,,,,,,1,,489,26/10/2019,64,22,-6.51,-45,0,-0.5,,0,2,
416,9,492,A14F1,,,,,,1,,489,26/10/2019,64,22,-6.51,-60,0.5,0.5,,1,0,
417,10,493,A14F1,,,,,,1,,489,26/10/2019,64,22,-6.51,-90,-0.5,-0.5,,0,0,
418,11,494,A14F1,,,,,,1,,489,26/10/2019,64,22,-6.51,-105,0,0,,0,0,
419,1,495,A14F1,,,,,,1,,499,26/10/2019,65,22,-6.51,180,0,0.5,,0,0,
420,2,496,A14F1,,,,,,1,,499,26/10/2019,65,22,-6.51,165,0.5,0,,0,0,
421,3,497,A14F1,,,,,,1,,499,26/10/2019,65,22,-6.51,150,0,0,,2,2,
422,4,498,A14F1,,,,,,1,,499,26/10/2019,65,22,-6.51,0,0,0,,-2,-2,
155,3,190,A2F1,,,,,,1,,193,27/09/2019,25,22,-6.51,90,0,0,,-2,-1,
156,4,191,A2F1,,,,,,1,,193,27/09/2019,25,22,-6.51,-45,0.5,0,,0,1.5,
157,5,192,A2F1,,,,,,1,,193,27/09/2019,25,22,-6.51,-90,0,-0.5,,0,2,
158,7,194,A2F1,,,,,,1,,193,27/09/2019,25,22,-6.51,0,-0.5,0,,0,0,
159,8,195,A2F1,,,,,,1,,193,27/09/2019,25,22,-6.51,180,0.5,0,,-0.5,-1,
160,9,196,A2F1,,,,,,1,,193,27/09/2019,25,22,-6.51,210,0,1,,0,0,
161,10,197,A2F1,,,,,,1,,193,27/09/2019,25,22,-6.51,165,0.5,0.5,,0,0,
162,11,198,A2F1,,,,,,1,,193,27/09/2019,25,22,-6.51,15,-0.5,-0.5,,0,0,
163,1,199,A2F1,,,,,,1,,201,27/09/2019,26,22,-6.51,30,0,0,,-2,0,
164,2,200,A2F1,,,,,,1,,201,27/09/2019,26,22,-6.51,-30,0.5,0,,0,1,
165,4,202,A2F1,,,,,,1,,201,27/09/2019,26,22,-6.51,180,0,0,,0,0,
166,5,203,A2F1,,,,,,1,,201,27/09/2019,26,22,-6.51,-15,0,1,,0,0,
630,1,765,A2F1,1.5,sphere,-0.75,2.25,-6.5,1,769,770,03/12/2019,97,22,-6.51,0,0,0,,0,0,0
631,2,766,A2F1,1,sphere,-2.25,-0.75,-6.7,1,769,770,03/12/2019,97,22,-6.51,30,0,0,,0,0,0
632,3,767,A2F1,1,sphere,0.75,3.75,-6.7,1,769,770,03/12/2019,97,22,-6.51,45,0,0,,0,0,0
633,4,768,A2F1,0.5,sphere,-0.75,3.75,-6.7,1,769,770,03/12/2019,97,22,-6.51,60,0,0,,0,0,0
634,7,771,A2F1,1.5,sphere,2.25,-0.75,-6.5,1,775,770,03/12/2019,97,22,-6.51,-15,0,0.5,,0,0,0
635,8,772,A2F1,1.5,sphere,-0.75,3.75,-6.5,1,775,770,03/12/2019,97,22,-6.51,-45,0,0.5,,0,0,0
636,9,773,A2F1,1,sphere,0.75,-2.25,-6.7,1,775,770,03/12/2019,97,22,-6.51,-60,0,0.5,,0,0,0
637,10,774,A2F1,0.5,sphere,-2.25,3.75,-6.7,1,775,770,03/12/2019,97,22,-6.51,-75,0,0.5,,0,0,0
638,1,776,A2F1,1,sphere,-0.75,-3.75,-6.7,1,779,780,03/12/2019,98,22,-6.51,-90,0.5,0,,0,0,0
639,2,777,A2F1,0.5,sphere,3.75,-2.25,-6.7,1,779,780,03/12/2019,98,22,-6.51,180,0.5,0,,0,0,0
640,3,778,A2F1,0.5,sphere,-0.75,0.75,-6.7,1,779,780,03/12/2019,98,22,-6.51,195,0.5,0,,0,0,0
489,8,575,A2F11,,,,,,2,,573,28/10/2019,74,22,-6.51,0,0,0,,0,0,
490,9,576,A2F11,,,,,,2,,573,28/10/2019,74,22,-6.51,45,0,0.5,,0,0,
491,10,577,A2F11,,,,,,2,,573,28/10/2019,74,22,-6.51,90,0.5,0,,0,0,
564,1,669,A2F11,1.5,sphere,0,-0.75,-5,2,672,673,27/11/2019,86,22,-6.51,0,0,0,,0,0,1
565,2,670,A2F11,1,sphere,1.5,-0.75,-5,2,672,673,27/11/2019,86,22,-6.51,45,0,0,,0,0,1
451,1,531,A16F1,,,,,,1,,535,26/10/2019,69,22,-6.51,0,0,0,,0,0,
452,2,532,A16F1,,,,,,1,,535,26/10/2019,69,22,-6.51,30,0,-0.5,,0,0,
453,3,533,A16F1,,,,,,1,,535,26/10/2019,69,22,-6.51,45,0,0.5,,0,0,
454,4,534,A16F1,,,,,,1,,535,26/10/2019,69,22,-6.51,90,0,0,,0,0,
455,6,536,A16F1,,,,,,1,,535,26/10/2019,69,22,-6.51,-45,0,0,,0,-2,
456,7,537,A16F1,,,,,,1,,535,26/10/2019,69,22,-6.51,-90,0,0,,0,2,
457,8,538,A16F1,,,,,,1,,535,26/10/2019,69,22,-6.51,180,0,0,,0,0,
458,1,539,A15F2,,,,,,1,,543,28/10/2019,70,22,-6.51,0,0,0,,0,0,
459,2,540,A15F2,,,,,,1,,543,28/10/2019,70,22,-6.51,45,0.5,0,,0,0,
460,3,541,A15F2,,,,,,1,,543,28/10/2019,70,22,-6.51,90,0,0.5,,0,0,
461,4,542,A15F2,,,,,,1,,543,28/10/2019,70,22,-6.51,-45,0,-0.5,,0,0,
462,6,544,A15F2,,,,,,1,,543,28/10/2019,70,22,-6.51,-90,-0.5,0,,0,0,
463,7,545,A15F2,,,,,,1,,543,28/10/2019,70,22,-6.51,180,-0.5,0,,0,-1,
464,8,546,A15F2,,,,,,1,,543,28/10/2019,70,22,-6.51,195,0,0,,0,0,
465,1,547,A16F11,,,,,,2,,550,28/10/2019,71,22,-6.51,0,0,0,,0,0,
466,2,548,A16F11,,,,,,2,,550,28/10/2019,71,22,-6.51,90,0,-0.5,,0,0,
467,3,549,A16F11,,,,,,2,,550,28/10/2019,71,22,-6.51,-45,0,0,,0,-1,
468,5,551,A13F2,,,,,,2,,550,28/10/2019,71,22,-6.51,0,0,0,,0,0,
469,6,552,A13F2,,,,,,2,,550,28/10/2019,71,22,-6.51,45,0,0.5,,0,0,
470,7,553,A13F2,,,,,,2,,550,28/10/2019,71,22,-6.51,90,0.5,0,,0,0,
471,8,554,A13F2,,,,,,2,,550,28/10/2019,71,22,-6.51,-45,0,0,,0,-1,
472,1,555,A15F11,,,,,,2,,560,28/10/2019,72,22,-6.51,0,0,0,,0,0,
473,2,556,A15F11,,,,,,2,,560,28/10/2019,72,22,-6.51,45,-0.5,0,,0,0,
474,3,557,A15F11,,,,,,2,,560,28/10/2019,72,22,-6.51,-45,0,0,,0,0,
475,4,558,A16F2,,,,,,1,,560,28/10/2019,72,22,-6.51,0,0,0,,0,0,
476,5,559,A16F2,,,,,,1,,560,28/10/2019,72,22,-6.51,45,0,0,,0,-2,
477,7,561,A16F2,,,,,,1,,560,28/10/2019,72,22,-6.51,90,0,-0.5,,0,0,
478,8,562,A16F2,,,,,,1,,560,28/10/2019,72,22,-6.51,-45,-0.5,0,,0,0,
479,9,563,A16F2,,,,,,1,,560,28/10/2019,72,22,-6.51,-90,0.5,0,,0,0,
480,10,564,A16F2,,,,,,1,,560,28/10/2019,72,22,-6.51,180,0,0,,0,0,
481,11,565,A16F2,,,,,,1,,560,28/10/2019,72,22,-6.51,195,0,0,,0,0,
482,1,566,A12F1,,,,,,1,,567,28/10/2019,73,21,-6.51,60,0.5,0,,0,0,
483,1,568,A12F2,,,,,,2,,573,28/10/2019,74,22,-6.51,0,0,0,,0,0,
484,2,569,A12F2,,,,,,2,,573,28/10/2019,74,22,-6.51,45,0,-0.5,,0,0,
485,3,570,A12F2,,,,,,2,,573,28/10/2019,74,22,-6.51,90,0,0.5,,0,0,
486,4,571,A12F2,,,,,,2,,573,28/10/2019,74,22,-6.51,-45,0.5,0,,0,0,
487,5,572,A12F2,,,,,,2,,573,28/10/2019,74,22,-6.51,-90,-0.5,0,,0,0,
488,7,574,A12F2,,,,,,2,,573,28/10/2019,74,22,-6.51,180,0,0,,0,0,
566,3,671,A2F11,0.5,sphere,-0.75,0.75,-4.25,2,672,673,27/11/2019,86,22,-6.51,-45,0,0,,0,1.5,1
508,1,596,A2F12,,,,,,3,,601,26/11/2019,77,22,-6.51,180,0,0,,0,0,
509,2,597,A2F12,,,,,,3,,601,26/11/2019,77,22,-6.51,195,0,-0.5,,0,0,
510,3,598,A2F12,,,,,,3,,601,26/11/2019,77,22,-6.51,210,0,0.5,,0,0,
511,4,599,A2F12,,,,,,3,,601,26/11/2019,77,22,-6.51,-90,-0.5,0,,0,0,
512,5,600,A2F12,,,,,,3,,601,26/11/2019,77,22,-6.51,0,0.5,0,,0,0,
513,7,602,A2F12,,,,,,3,,601,26/11/2019,77,22,-6.51,45,0,0,,0,0,
514,8,603,A2F12,,,,,,3,,601,26/11/2019,77,22,-6.51,90,0,-0.5,,0,0,
930,1,1191,A2F12,1.5,sphere,2.25,-2.25,-6.5,3,1195,1196,12/12/2019,141,22,-6.51,0,0,0,,0,0,0
931,2,1192,A2F12,1,sphere,2.25,-3.75,-6.7,3,1195,1196,12/12/2019,141,22,-6.51,15,0,0,,0,0,0
932,3,1193,A2F12,1,sphere,-3.75,-0.75,-6.7,3,1195,1196,12/12/2019,141,22,-6.51,30,0,0,,0,0,0
933,4,1194,A2F12,0.5,sphere,-3.75,-0.75,-6.7,3,1195,1196,12/12/2019,141,22,-6.51,30,0,0,,0,0,0
501,1,588,A12F11,,,,,,2,,592,28/10/2019,76,22,-6.51,0,0,0,,0,0,
