,n_expt,id,phant_id,tum_rad,tum_shape,tum_x,tum_y,tum_z,birads,adi_ref_id,emp_ref_id,date,n_session,ant_rad,ant_z,fib_ang,adi_x,adi_y,fib_ref_id,fib_x,fib_y,tum_in_fib
202,5,203,A2F1,,,,,,1.0,,201.0,2019-09-27,26.0,22.0,-6.51,-15.0,0.0,1.0,,0.0,0.0,
203,1,204,A11F1,,,,,,1.0,,209.0,2019-09-29,27.0,22.0,-6.51,0.0,0.0,0.0,,0.0,0.0,
204,2,205,A11F1,,,,,,1.0,,209.0,2019-09-29,27.0,22.0,-6.51,30.0,-0.5,0.5,,0.0,0.0,
205,3,206,A11F1,,,,,,1.0,,209.0,2019-09-29,27.0,22.0,-6.51,45.0,-0.5,0.5,,0.0,-1.0,
206,4,207,A11F1,,,,,,1.0,,209.0,2019-09-29,27.0,22.0,-6.51,-15.0,0.0,0.5,,0.0,0.0,
207,5,208,A11F1,,,,,,1.0,,209.0,2019-09-29,27.0,22.0,-6.51,-45.0,0.0,-1.0,,0.0,0.0,
208,6,209,,,,,,,,,,2019-09-29,27.0,22.0,-6.51,,,,,,,
209,7,210,A11F1,,,,,,1.0,,209.0,2019-09-29,27.0,22.0,-6.51,-90.0,0.5,0.0,,0.0,1.0,
210,8,211,A11F1,,,,,,1.0,,209.0,2019-09-29,27.0,22.0,-6.51,90.0,0.0,0.0,,1.0,0.0,
211,9,212,A11F1,,,,,,1.0,,209.0,2019-09-29,27.0,22.0,-6.51,105.0,0.0,0.0,,-1.0,0.0,
212,10,213,A11F1,,,,,,1.0,,209.0,2019-09-29,27.0,22.0,-6.51,120.0,0.0,-0.5,,0.5,0.0,
213,11,214,A11F1,,,,,,1.0,,209.0,2019-09-29,27.0,22.0,-6.51,180.0,0.0,-0.5,,0.5,0.5,
214,1,215,A11F1,,,,,,1.0,,217.0,2019-09-29,28.0,22.0,-6.51,0.0,-0.5,-0.5,,0.0,1.0,
215,2,216,A11F1,,,,,,1.0,,217.0,2019-09-29,28.0,22.0,-6.51,-30.0,-0.5,-0.5,,0.0,-1.0,
216,3,217,,,,,,,,,,2019-09-29,28.0,22.0,-6.51,,,,,,,
217,4,218,A11F1,,,,,,1.0,,217.0,2019-09-29,28.0,22.0,-6.51,195.0,0.0,0.0,,0.0,0.0,
218,5,219,A11F1,,,,,,1.0,,217.0,2019-09-29,28.0,22.0,-6.51,210.0,-1.0,0.0,,0.0,1.0,
219,1,220,A13F1,,,,,,1.0,,225.0,2019-09-29,29.0,22.0,-6.51,0.0,0.0,0.0,,0.0,0.0,
220,2,221,A13F1,,,,,,1.0,,225.0,2019-09-29,29.0,22.0,-6.51,15.0,0.0,0.0,,0.0,-2.0,
221,3,222,A13F1,,,,,,1.0,,225.0,2019-09-29,29.0,22.0,-6.51,45.0,0.0,-1.0,,0.0,0.0,
222,4,223,A13F1,,,,,,1.0,,225.0,2019-09-29,29.0,22.0,-6.51,90.0,0.0,0.0,,-1.0,0.0,
223,5,224,A13F1,,,,,,1.0,,225.0,2019-09-29,29.0,22.0,-6.51,75.0,1.0,0.0,,-1.0,0.0,
224,6,225,,,,,,,,,,2019-09-29,29.0,22.0,-6.51,,,,,,,
225,7,226,A13F1,,,,,,1.0,,225.0,2019-09-29,29.0,22.0,-6.51,-15.0,-1.0,0.0,,0.0,0.0,
226,8,227,A13F1,,,,,,1.0,,225.0,2019-09-29,29.0,22.0,-6.51,-30.0,-1.0,0.0,,1.0,1.0,
227,9,228,A13F1,,,,,,1.0,,225.0,2019-09-29,29.0,22.0,-6.51,-45.0,0.0,0.0,,-1.0,-2.0,
228,10,229,A13F1,,,,,,1.0,,225.0,2019-09-29,29.0,22.0,-6.51,-90.0,1.0,-1.0,,0.0,0.0,
229,11,230,A13F1,,,,,,1.0,,225.0,2019-09-29,29.0,22.0,-6.51,-120.0,0.0,0.0,,0.0,2.0,
230,1,231,A13F1,,,,,,1.0,,233.0,2019-09-29,30.0,22.0,-6.51,180.0,0.0,0.0,,0.0,-0.5,
231,2,232,A13F1,,,,,,1.0,,233.0,2019-09-29,30.0,22.0,-6.51,195.0,0.5,0.0,,0.5,0.0,
232,3,233,,,,,,,,,,2019-09-29,30.0,22.0,-6.51,,,,,,,
233,4,234,A13F1,,,,,,1.0,,233.0,2019-09-29,30.0,22.0,-6.51,165.0,0.0,-0.5,,0.5,0.0,
234,5,235,A13F1,,,,,,1.0,,233.0,2019-09-29,30.0,22.0,-6.51,30.0,0.0,0.0,,0.0,0.0,
235,1,236,A15F1,,,,,,1.0,,240.0,2019-09-29,31.0,22.0,-6.51,0.0,0.0,0.0,,0.0,0.0,
236,2,237,A15F1,,,,,,1.0,,240.0,2019-09-29,31.0,22.0,-6.51,15.0,0.0,-0.5,,0.0,2.0,
237,3,238,A15F1,,,,,,1.0,,240.0,2019-09-29,31.0,22.0,-6.51,90.0,0.0,-0.5,,1.0,0.0,
238,4,239,A15F1,,,,,,1.0,,240.0,2019-09-29,31.0,22.0,-6.51,-45.0,0.0,0.0,,0.5,0.5,
239,5,240,,,,,,,,,,2019-09-29,31.0,22.0,-6.51,,,,,,,
240,6,241,A15F1,,,,,,1.0,,240.0,2019-09-29,31.0,22.0,-6.51,180.0,0.0,0.0,,0.0,-1.5,
241,7,242,A15F1,,,,,,1.0,,240.0,2019-09-29,31.0,22.0,-6.51,195.0,0.0,0.0,,0.0,1.0,
242,8,243,A15F1,,,,,,1.0,,240.0,2019-09-29,31.0,22.0,-6.51,-90.0,0.5,-0.5,,0.0,0.0,
243,1,244,A15F14,,,,,,3.0,,249.0,2019-10-22,32.0,22.0,-6.51,0.0,0.0,0.0,,0.0,0.0,
244,2,245,A15F14,,,,,,3.0,,249.0,2019-10-22,32.0,22.0,-6.51,15.0,0.0,-0.5,,0.0,0.0,
245,3,246,A15F14,,,,,,3.0,,249.0,2019-10-22,32.0,22.0,-6.51,-15.0,0.0,0.5,,0.0,0.0,
246,4,247,A15F14,,,,,,3.0,,249.0,2019-10-22,32.0,22.0,-6.51,30.0,-0.5,0.0,,0.0,0.0,
247,5,248,A15F14,,,,,,3.0,,249.0,2019-10-22,32.0,22.0,-6.51,-30.0,0.5,0.0,,0.0,0.0,
248,6,249,,,,,,,,,,2019-10-22,32.0,22.0,-6.51,,,,,,,
249,7,250,A15F14,,,,,,3.0,,249.0,2019-10-22,32.0,22.0,-6.51,45.0,0.0,0.0,,0.0,0.0,
250,8,251,A15F14,,,,,,3.0,,249.0,2019-10-22,32.0,22.0,-6.51,-45.0,0.0,-0.5,,0.0,0.0,
251,9,252,A15F14,,,,,,3.0,,249.0,2019-10-22,32.0,22.0,-6.51,90.0,0.0,-0.5,,0.0,0.0,
252,10,253,A15F14,,,,,,3.0,,249.0,2019-10-22,32.0,22.0,-6.51,-90.0,-0.5,0.0,,0.0,0.0,
253,11,254,A15F14,,,,,,3.0,,249.0,2019-10-22,32.0,22.0,-6.51,180.0,0.0,0.0,,0.0,0.0,
254,1,255,A15F14,,,,,,3.0,,257.0,2019-10-22,33.0,22.0,-6.51,195.0,0.5,0.5,,0.0,0.0,
255,2,256,A15F14,,,,,,3.0,,257.0,2019-10-22,33.0,22.0,-6.51,165.0,-0.5,-0.5,,0.0,0.0,
256,3,257,,,,,,,,,,2019-10-22,33.0,22.0,-6.51,,,,,,,
257,4,258,A15F14,,,,,,3.0,,257.0,2019-10-22,33.0,22.0,-6.51,150.0,0.0,0.0,,0.0,0.0,
258,5,259,A15F14,,,,,,3.0,,257.0,2019-10-22,33.0,22.0,-6.51,210.0,0.0,1.0,,0.0,0.0,
259,1,260,A16F14,,,,,,3.0,,265.0,2019-10-22,34.0,22.0,-6.51,0.0,0.0,0.0,,0.0,0.0,
260,2,261,A16F14,,,,,,3.0,,265.0,2019-10-22,34.0,22.0,-6.51,15.0,-0.5,0.0,,0.0,0.0,
261,3,262,A16F14,,,,,,3.0,,265.0,2019-10-22,34.0,22.0,-6.51,-15.0,0.5,0.0,,0.0,0.0,
262,4,263,A16F14,,,,,,3.0,,265.0,2019-10-22,34.0,22.0,-6.51,-30.0,0.0,-0.25,,0.0,0.0,
263,5,264,A16F14,,,,,,3.0,,265.0,2019-10-22,34.0,22.0,-6.51,30.0,0.0,-0.25,,0.0,0.0,
264,6,265,,,,,,,,,,2019-10-22,34.0,22.0,-6.51,,,,,,,
265,7,266,A16F14,,,,,,3.0,,265.0,2019-10-22,34.0,22.0,-6.51,0.0,0.0,0.0,,-0.5,-0.5,
266,8,267,A16F14,,,,,,3.0,,265.0,2019-10-22,34.0,22.0,-6.51,-45.0,-0.5,0.0,,0.0,0.0,
267,9,268,A16F14,,,,,,3.0,,265.0,2019-10-22,34.0,22.0,-6.51,45.0,-0.5,0.0,,0.0,0.0,
268,10,269,A16F14,,,,,,3.0,,265.0,2019-10-22,34.0,22.0,-6.51,180.0,0.5,0.0,,0.0,0.0,
269,11,270,A16F14,,,,,,3.0,,265.0,2019-10-22,34.0,22.0,-6.51,180.0,0.0,0.0,,0.0,1.0,
270,1,271,A16F14,,,,,,3.0,,273.0,2019-10-22,35.0,22.0,-6.51,195.0,0.0,0.0,,0.0,-0.5,
271,2,272,A16F14,,,,,,3.0,,273.0,2019-10-22,35.0,22.0,-6.51,165.0,0.0,0.0,,0.0,0.0,
272,3,273,,,,,,,,,,2019-10-22,35.0,22.0,-6.51,,,,,,,
273,4,274,A16F14,,,,,,3.0,,273.0,2019-10-22,35.0,22.0,-6.51,150.0,1.0,0.0,,0.0,0.0,
274,5,275,A16F14,,,,,,3.0,,273.0,2019-10-22,35.0,22.0,-6.51,210.0,1.0,0.0,,0.0,0.0,
275,1,276,A2F14,,,,,,4.0,,280.0,2019-10-22,36.0,22.0,-6.51,0.0,0.0,0.0,,0.0,0.0,
276,2,277,A2F14,,,,,,4.0,,280.0,2019-10-22,36.0,22.0,-6.51,-30.0,0.0,0.5,,0.0,0.0,
277,3,278,A2F14,,,,,,4.0,,280.0,2019-10-22,36.0,22.0,-6.51,-15.0,-0.5,0.0,,0.0,0.0,
278,4,279,A2F14,,,,,,4.0,,280.0,2019-10-22,36.0,22.0,-6.51,30.0,1.0,0.0,,0.0,0.0,
279,5,280,,,,,,,,,,2019-10-22,36.0,22.0,-6.51,,,,,,,
280,6,281,A2F14,,,,,,4.0,,280.0,2019-10-22,36.0,22.0,-6.51,180.0,0.0,-0.5,,0.0,0.0,
281,7,282,A2F14,,,,,,4.0,,280.0,2019-10-22,36.0,22.0,-6.51,195.0,-0.5,0.5,,0.0,0.0,
282,8,283,A2F14,,,,,,4.0,,280.0,2019-10-22,36.0,22.0,-6.51,165.0,0.0,0.0,,0.0,0.0,
283,1,284,A3F14,,,,,,2.0,,286.0,2019-10-22,37.0,22.0,-6.51,0.0,0.0,0.0,,0.0,0.0,
284,2,285,A3F14,,,,,,2.0,,286.0,2019-10-22,37.0,22.0,-6.51,45.0,0.0,0.0,,0.0,0.0,
285,3,286,,,,,,,,,,2019-10-22,37.0,22.0,-6.51,,,,,,,
286,4,287,A3F14,,,,,,2.0,,286.0,2019-10-22,37.0,22.0,-6.51,150.0,0.0,0.0,,0.0,-1.0,
287,1,288,A1F11,0.5,sphere,-2.25,-2.25,-6.7,4.0,290.0,291.0,2019-10-22,38.0,22.0,-6.51,0.0,0.0,0.5,289.0,0.0,0.0,0.0
288,2,289,A1F11,,,,,,4.0,290.0,291.0,2019-10-22,38.0,22.0,-6.51,0.0,0.0,0.5,,0.0,0.0,
289,3,290,A1,,,,,,,,291.0,2019-10-22,38.0,22.0,-6.51,,0.0,0.5,,,,
290,4,291,,,,,,,,,,2019-10-22,38.0,22.0,-6.51,,,,,,,
291,1,292,A12F13,,,,,,4.0,,298.0,2019-10-23,39.0,22.0,-6.51,0.0,0.0,0.0,,0.0,0.0,
292,2,293,A12F13,,,,,,4.0,,298.0,2019-10-23,39.0,22.0,-6.51,15.0,0.0,-0.5,,0.0,0.0,
293,3,294,A12F13,,,,,,4.0,,298.0,2019-10-23,39.0,22.0,-6.51,30.0,0.0,0.5,,0.0,0.0,
294,4,295,A12F13,,,,,,4.0,,298.0,2019-10-23,39.0,22.0,-6.51,45.0,0.5,0.0,,0.0,0.0,
295,5,296,A12F13,,,,,,4.0,,298.0,2019-10-23,39.0,22.0,-6.51,60.0,-0.5,0.0,,0.0,0.0,
296,6,297,A12F13,,,,,,4.0,,298.0,2019-10-23,39.0,22.0,-6.51,75.0,0.5,0.5,,0.0,0.0,
297,7,298,,,,,,,,,,2019-10-23,39.0,22.0,-6.51,,,,,,,
298,8,299,A12F13,,,,,,4.0,,298.0,2019-10-23,39.0,22.0,-6.51,-15.0,0.0,0.0,,0.0,0.0,
299,9,300,A12F13,,,,,,4.0,,298.0,2019-10-23,39.0,22.0,-6.51,-30.0,-0.5,-0.5,,0.0,0.0,
300,10,301,A12F13,,,,,,4.0,,298.0,2019-10-23,39.0,22.0,-6.51,-45.0,0.0,1.0,,0.0,0.0,
301,11,302,A12F13,,,,,,4.0,,298.0,2019-10-23,39.0,22.0,-6.51,-60.0,0.0,-1.0,,0.0,0.0,
302,12,303,A12F13,,,,,,4.0,,298.0,2019-10-23,39.0,22.0,-6.51,-75.0,1.0,0.0,,0.0,0.0,
303,13,304,A12F13,,,,,,4.0,,298.0,2019-10-23,39.0,22.0,-6.51,-90.0,-1.0,0.0,,0.0,0.0,
304,1,305,A12F13,,,,,,4.0,,308.0,2019-10-23,40.0,22.0,-6.51,180.0,0.0,0.0,,0.0,0.0,
305,2,306,A12F13,,,,,,4.0,,308.0,2019-10-23,40.0,22.0,-6.51,195.0,-1.0,0.0,,0.0,0.0,
306,3,307,A12F13,,,,,,4.0,,308.0,2019-10-23,40.0,22.0,-6.51,210.0,-1.0,0.0,,0.0,0.0,
307,4,308,,,,,,,,,,2019-10-23,40.0,22.0,-6.51,,,,,,,
308,5,309,A12F13,,,,,,4.0,,308.0,2019-10-23,40.0,22.0,-6.51,165.0,0.5,0.5,,0.0,0.0,
309,6,310,A12F13,,,,,,4.0,,308.0,2019-10-23,40.0,22.0,-6.51,150.0,0.5,0.5,,0.0,-1.0,
310,7,311,A12F13,,,,,,4.0,,308.0,2019-10-23,40.0,22.0,-6.51,0.0,0.5,0.5,,0.0,-1.0,
311,1,312,A15F13,,,,,,2.0,,316.0,2019-10-23,41.0,22.0,-6.51,0.0,0.0,0.0,,0.0,0.0,
312,2,313,A15F13,,,,,,2.0,,316.0,2019-10-23,41.0,22.0,-6.51,90.0,0.0,0.5,,0.0,0.0,
313,3,314,A15F13,,,,,,2.0,,316.0,2019-10-23,41.0,22.0,-6.51,180.0,0.0,-0.5,,0.0,0.0,
314,4,315,A15F13,,,,,,2.0,,316.0,2019-10-23,41.0,22.0,-6.51,-90.0,-0.5,0.0,,0.0,0.0,
315,5,316,,,,,,,,,,2019-10-23,41.0,22.0,-6.51,,,,,,,
316,6,317,A16F13,,,,,,2.0,,316.0,2019-10-23,41.0,22.0,-6.51,180.0,0.0,0.0,,0.0,0.0,
317,7,318,A16F13,,,,,,2.0,,316.0,2019-10-23,41.0,22.0,-6.51,0.0,0.0,-0.5,,0.0,0.0,
318,8,319,A16F13,,,,,,2.0,,316.0,2019-10-23,41.0,22.0,-6.51,90.0,0.5,0.0,,0.0,0.0,
319,9,320,A16F13,,,,,,2.0,,316.0,2019-10-23,41.0,22.0,-6.51,-90.0,0.0,0.0,,0.0,-1.0,
320,1,321,A2F13,,,,,,3.0,,325.0,2019-10-23,42.0,22.0,-6.51,0.0,0.0,0.0,,0.0,0.0,
321,2,322,A2F13,,,,,,3.0,,325.0,2019-10-23,42.0,22.0,-6.51,30.0,0.0,-0.5,,0.0,0.0,
322,3,323,A2F13,,,,,,3.0,,325.0,2019-10-23,42.0,22.0,-6.51,90.0,0.0,0.5,,0.0,0.0,
323,4,324,A2F13,,,,,,3.0,,325.0,2019-10-23,42.0,22.0,-6.51,105.0,0.5,0.0,,0.0,0.0,
324,5,325,,,,,,,,,,2019-10-23,42.0,22.0,-6.51,,,,,,,
325,6,326,A2F13,,,,,,3.0,,325.0,2019-10-23,42.0,22.0,-6.51,180.0,0.5,0.5,,0.0,0.0,
326,7,327,A2F13,,,,,,3.0,,325.0,2019-10-23,42.0,22.0,-6.51,210.0,0.0,0.0,,0.0,0.0,
327,8,328,A2F13,,,,,,3.0,,325.0,2019-10-23,42.0,22.0,-6.51,-90.0,-0.5,0.0,,0.0,0.0,
328,1,329,A3F13,,,,,,2.0,,331.0,2019-10-23,43.0,22.0,-6.51,0.0,0.0,0.0,,0.0,0.0,
329,2,330,A3F13,,,,,,2.0,,331.0,2019-10-23,43.0,22.0,-6.51,90.0,-0.5,0.0,,0.0,0.0,
330,3,331,,,,,,,,,,2019-10-23,43.0,22.0,-6.51,,,,,,,
331,4,332,A3F13,,,,,,2.0,,331.0,2019-10-23,43.0,22.0,-6.51,180.0,0.5,0.0,,0.0,0.0,
332,5,333,A3F13,,,,,,2.0,,331.0,2019-10-23,43.0,22.0,-6.51,-90.0,0.0,0.0,,0.0,0.0,
333,1,334,A11F3,,,,,,2.0,,339.0,2019-10-24,44.0,21.0,-6.51,0.0,0.0,0.0,,0.0,0.0,
334,2,335,A11F3,,,,,,2.0,,339.0,2019-10-24,44.0,21.0,-6.51,30.0,0.0,0.5,,0.0,0.0,
335,3,336,A11F3,,,,,,2.0,,339.0,2019-10-24,44.0,21.0,-6.51,45.0,0.0,-0.5,,0.0,0.0,
336,4,337,A11F3,,,,,,2.0,,339.0,2019-10-24,44.0,21.0,-6.51,75.0,0.5,0.0,,0.0,0.0,
337,5,338,A11F3,,,,,,2.0,,339.0,2019-10-24,44.0,21.0,-6.51,90.0,-0.5,0.0,,0.0,0.0,
338,6,339,,,,,,,,,,2019-10-24,44.0,21.0,-6.51,,,,,,,
339,7,340,A11F3,,,,,,2.0,,339.0,2019-10-24,44.0,21.0,-6.51,-15.0,0.0,-1.0,,0.0,0.0,
340,8,341,A11F3,,,,,,2.0,,339.0,2019-10-24,44.0,21.0,-6.51,-30.0,0.0,1.0,,0.0,0.0,
341,9,342,A11F3,,,,,,2.0,,339.0,2019-10-24,44.0,21.0,-6.51,180.0,1.0,0.0,,0.0,0.0,
342,10,343,A11F3,,,,,,2.0,,339.0,2019-10-24,44.0,21.0,-6.51,180.0,0.0,0.0,,0.0,-1.0,
343,11,344,A11F3,,,,,,2.0,,339.0,2019-10-24,44.0,21.0,-6.51,195.0,-1.0,0.0,,0.0,0.0,
344,1,345,A11F3,,,,,,2.0,,347.0,2019-10-24,45.0,21.0,-6.51,210.0,0.0,0.0,,0.0,0.0,
345,2,346,A11F3,,,,,,2.0,,347.0,2019-10-24,45.0,21.0,-6.51,225.0,0.5,0.5,,0.0,0.0,
346,3,347,,,,,,,,,,2019-10-24,45.0,21.0,-6.51,,,,,,,
347,4,348,A11F3,,,,,,2.0,,347.0,2019-10-24,45.0,21.0,-6.51,165.0,0.0,0.0,,0.0,0.0,
348,5,349,A11F3,,,,,,2.0,,347.0,2019-10-24,45.0,21.0,-6.51,180.0,0.0,0.0,,0.0,1.0,
349,1,350,A12F3,,,,,,2.0,,353.0,2019-10-24,46.0,21.0,-6.51,0.0,0.0,0.0,,0.0,0.0,
350,2,351,A12F3,,,,,,2.0,,353.0,2019-10-24,46.0,21.0,-6.51,90.0,0.0,0.5,,0.0,0.0,
351,3,352,A12F3,,,,,,2.0,,353.0,2019-10-24,46.0,21.0,-6.51,180.0,0.5,0.0,,0.0,0.0,
352,4,353,,,,,,,,,,2019-10-24,46.0,21.0,-6.51,,,,,,,
353,5,354,A12F3,,,,,,2.0,,353.0,2019-10-24,46.0,21.0,-6.51,-90.0,0.0,1.0,,0.0,0.0,
354,6,355,A12F3,,,,,,2.0,,353.0,2019-10-24,46.0,21.0,-6.51,-45.0,0.0,0.0,,0.0,-1.5,
355,7,356,A12F3,,,,,,2.0,,353.0,2019-10-24,46.0,21.0,-6.51,45.0,0.0,0.0,,1.0,0.0,
356,1,357,A13F3,,,,,,2.0,,360.0,2019-10-24,47.0,22.0,-6.51,180.0,0.0,0.0,,0.0,0.0,
357,2,358,A13F3,,,,,,2.0,,360.0,2019-10-24,47.0,22.0,-6.51,-90.0,0.0,-0.5,,0.0,0.0,
358,3,359,A13F3,,,,,,2.0,,360.0,2019-10-24,47.0,22.0,-6.51,0.0,0.5,0.0,,0.0,0.0,
359,4,360,,,,,,,,,,2019-10-24,47.0,22.0,-6.51,,,,,,,
360,5,361,A13F3,,,,,,2.0,,360.0,2019-10-24,47.0,22.0,-6.51,90.0,0.0,0.0,,0.0,-1.0,
361,6,362,A13F3,,,,,,2.0,,360.0,2019-10-24,47.0,22.0,-6.51,45.0,0.0,0.0,,0.0,0.0,
362,1,363,A14F3,,,,,,2.0,,366.0,2019-10-24,48.0,22.0,-6.51,0.0,0.0,0.0,,0.0,0.0,
363,2,364,A14F3,,,,,,2.0,,366.0,2019-10-24,48.0,22.0,-6.51,90.0,0.0,1.0,,0.0,0.0,
364,3,365,A14F3,,,,,,2.0,,366.0,2019-10-24,48.0,22.0,-6.51,45.0,0.0,0.0,,0.0,0.0,
365,4,366,,,,,,,,,,2019-10-24,48.0,22.0,-6.51,,,,,,,
366,1,367,A1F3,,,,,,3.0,,372.0,2019-10-24,49.0,21.0,-6.51,15.0,0.0,0.0,,0.0,0.0,
367,2,368,A1F3,,,,,,3.0,,372.0,2019-10-24,49.0,21.0,-6.51,30.0,0.0,-0.5,,0.0,0.0,
368,3,369,A1F3,,,,,,3.0,,372.0,2019-10-24,49.0,21.0,-6.51,45.0,0.0,0.5,,0.0,0.0,
369,4,370,A1F3,,,,,,3.0,,372.0,2019-10-24,49.0,21.0,-6.51,60.0,0.5,0.0,,0.0,0.0,
370,5,371,A1F3,,,,,,3.0,,372.0,2019-10-24,49.0,21.0,-6.51,180.0,0.0,0.0,,0.0,0.0,
371,6,372,,,,,,,,,,2019-10-24,49.0,21.0,-6.51,,,,,,,
372,7,373,A1F3,,,,,,3.0,,372.0,2019-10-24,49.0,21.0,-6.51,195.0,-0.5,0.0,,0.0,0.0,
373,8,374,A1F3,,,,,,3.0,,372.0,2019-10-24,49.0,21.0,-6.51,210.0,-0.5,-0.5,,0.0,0.0,
374,9,375,A1F3,,,,,,3.0,,372.0,2019-10-24,49.0,21.0,-6.51,225.0,0.5,0.5,,0.0,0.0,
375,10,376,A1F3,,,,,,3.0,,372.0,2019-10-24,49.0,21.0,-6.51,240.0,0.5,-0.5,,0.0,0.0,
376,11,377,A1F3,,,,,,3.0,,372.0,2019-10-24,49.0,21.0,-6.51,180.0,0.5,-0.5,,0.0,0.5,
377,1,378,A1F3,,,,,,3.0,,383.0,2019-10-24,50.0,21.0,-6.51,15.0,0.0,-1.0,,0.0,0.0,
378,2,379,A1F3,,,,,,3.0,,383.0,2019-10-24,50.0,21.0,-6.51,30.0,-1.0,0.0,,0.0,0.0,
379,3,380,A1F3,,,,,,3.0,,383.0,2019-10-24,50.0,21.0,-6.51,45.0,1.0,0.0,,0.0,0.0,
380,4,381,A1F3,,,,,,3.0,,383.0,2019-10-24,50.0,21.0,-6.51,60.0,0.0,1.0,,0.0,0.0,
381,5,382,A1F3,,,,,,3.0,,383.0,2019-10-24,50.0,21.0,-6.51,195.0,0.0,1.0,,0.0,0.0,
382,6,383,,,,,,,,,,2019-10-24,50.0,21.0,-6.51,,,,,,,
383,7,384,A1F3,,,,,,3.0,,383.0,2019-10-24,50.0,21.0,-6.51,210.0,0.0,0.0,,0.0,0.0,
384,8,385,A1F3,,,,,,3.0,,383.0,2019-10-24,50.0,21.0,-6.51,225.0,-0.5,-0.5,,0.0,0.0,
385,9,386,A1F3,,,,,,3.0,,383.0,2019-10-24,50.0,21.0,-6.51,240.0,0.0,1.0,,0.0,0.0,
386,10,387,A1F3,,,,,,3.0,,383.0,2019-10-24,50.0,21.0,-6.51,240.0,0.0,-1.0,,0.0,0.0,
387,1,388,A2F3,,,,,,2.0,,392.0,2019-10-24,51.0,22.0,-6.51,0.0,0.0,0.0,,0.0,0.0,
388,2,389,A2F3,,,,,,2.0,,392.0,2019-10-24,51.0,22.0,-6.51,90.0,0.0,-0.5,,0.0,0.0,
389,3,390,A2F3,,,,,,2.0,,392.0,2019-10-24,51.0,22.0,-6.51,45.0,0.0,0.5,,0.0,-0.5,
390,4,391,A2F3,,,,,,2.0,,392.0,2019-10-24,51.0,22.0,-6.51,180.0,0.5,0.0,,0.0,1.5,
391,5,392,,,,,,,,,,2019-10-24,51.0,22.0,-6.51,,,,,,,
392,1,393,,,,,,,,,,2019-10-24,52.0,22.0,-6.51,,,,,,,
393,2,394,A15F3,,,,,,2.0,,393.0,2019-10-24,52.0,22.0,-6.51,0.0,0.0,0.0,,0.0,0.0,
394,3,395,A15F3,,,,,,2.0,,393.0,2019-10-24,52.0,22.0,-6.51,90.0,0.0,0.0,,0.0,-1.5,
395,1,396,A3F3,,,,,,2.0,,399.0,2019-10-24,53.0,22.0,-6.51,0.0,0.0,0.0,,0.0,0.0,
396,2,397,A3F3,,,,,,2.0,,399.0,2019-10-24,53.0,22.0,-6.51,90.0,0.0,0.0,,1.0,1.0,
397,3,398,A3F3,,,,,,2.0,,399.0,2019-10-24,53.0,22.0,-6.51,45.0,0.0,0.0,,-1.0,0.0,
398,4,399,,,,,,,,,,2019-10-24,53.0,22.0,-6.51,,,,,,,
399,1,400,A16F3,,,,,,2.0,,402.0,2019-10-24,54.0,22.0,-6.51,0.0,0.0,0.0,,0.0,0.0,
400,2,401,A16F3,,,,,,2.0,,402.0,2019-10-24,54.0,22.0,-6.51,90.0,0.0,0.0,,0.0,-1.0,
401,3,402,,,,,,,,,,2019-10-24,54.0,22.0,-6.51,,,,,,,
402,1,403,A3F5,,,,,,4.0,,408.0,2019-10-25,55.0,23.0,-6.51,0.0,0.0,0.0,,0.0,0.0,
403,2,404,A3F5,,,,,,4.0,,408.0,2019-10-25,55.0,23.0,-6.51,15.0,0.0,-0.5,,0.0,0.0,
404,3,405,A3F5,,,,,,4.0,,408.0,2019-10-25,55.0,23.0,-6.51,30.0,-0.5,0.0,,0.0,0.0,
405,4,406,A3F5,,,,,,4.0,,408.0,2019-10-25,55.0,23.0,-6.51,45.0,0.5,0.0,,0.0,0.0,
406,5,407,A3F5,,,,,,4.0,,408.0,2019-10-25,55.0,23.0,-6.51,180.0,0.0,0.0,,0.0,0.0,
407,6,408,,,,,,,,,,2019-10-25,55.0,23.0,-6.51,,,,,,,
408,7,409,A3F5,,,,,,4.0,,408.0,2019-10-25,55.0,23.0,-6.51,195.0,-0.5,-0.5,,0.0,0.0,
409,8,410,A3F5,,,,,,4.0,,408.0,2019-10-25,55.0,23.0,-6.51,210.0,-0.5,0.5,,0.0,0.0,
410,9,411,A3F5,,,,,,4.0,,408.0,2019-10-25,55.0,23.0,-6.51,225.0,0.0,0.0,,0.0,0.0,
411,10,412,A3F5,,,,,,4.0,,408.0,2019-10-25,55.0,23.0,-6.51,180.0,0.0,0.0,,0.0,-2.0,
412,11,413,A3F5,,,,,,4.0,,408.0,2019-10-25,55.0,23.0,-6.51,195.0,0.0,0.5,,0.0,-2.0,
413,1,414,A3F5,,,,,,4.0,,419.0,2019-10-26,56.0,23.0,-6.51,210.0,0.0,0.0,,0.0,1.0,
414,2,415,A3F5,,,,,,4.0,,419.0,2019-10-26,56.0,23.0,-6.51,225.0,0.0,0.0,,0.0,-1.5,
415,3,416,A3F5,,,,,,4.0,,419.0,2019-10-26,56.0,23.0,-6.51,0.0,0.0,-0.5,,0.0,1.0,
416,4,417,A3F5,,,,,,4.0,,419.0,2019-10-26,56.0,23.0,-6.51,15.0,-0.5,0.0,,0.0,-2.0,
