,n_expt,id,phant_id,tum_rad,tum_shape,tum_x,tum_y,tum_z,birads,adi_ref_id,emp_ref_id,date,n_session,ant_rad,ant_z,fib_ang,adi_x,adi_y,fib_ref_id,fib_x,fib_y,tum_in_fib
264,6,265,,,,,,,,,,22/10/2019,34,22,-6.51,,,,,,,
265,7,266,A16F14,,,,,,3,,265,22/10/2019,34,22,-6.51,0,0,0,,-0.5,-0.5,
266,8,267,A16F14,,,,,,3,,265,22/10/2019,34,22,-6.51,-45,-0.5,0,,0,0,
267,9,268,A16F14,,,,,,3,,265,22/10/2019,34,22,-6.51,45,-0.5,0,,0,0,
268,10,269,A16F14,,,,,,3,,265,22/10/2019,34,22,-6.51,180,0.5,0,,0,0,
269,11,270,A16F14,,,,,,3,,265,22/10/2019,34,22,-6.51,180,0,0,,0,1,
270,1,271,A16F14,,,,,,3,,273,22/10/2019,35,22,-6.51,195,0,0,,0,-0.5,
271,2,272,A16F14,,,,,,3,,273,22/10/2019,35,22,-6.51,165,0,0,,0,0,
272,3,273,,,,,,,,,,22/10/2019,35,22,-6.51,,,,,,,
273,4,274,A16F14,,,,,,3,,273,22/10/2019,35,22,-6.51,150,1,0,,0,0,
274,5,275,A16F14,,,,,,3,,273,22/10/2019,35,22,-6.51,210,1,0,,0,0,
275,1,276,A2F14,,,,,,4,,280,22/10/2019,36,22,-6.51,0,0,0,,0,0,
276,2,277,A2F14,,,,,,4,,280,22/10/2019,36,22,-6.51,-30,0,0.5,,0,0,
277,3,278,A2F14,,,,,,4,,280,22/10/2019,36,22,-6.51,-15,-0.5,0,,0,0,
278,4,279,A2F14,,,,,,4,,280,22/10/2019,36,22,-6.51,30,1,0,,0,0,
279,5,280,,,,,,,,,,22/10/2019,36,22,-6.51,,,,,,,
280,6,281,A2F14,,,,,,4,,280,22/10/2019,36,22,-6.51,180,0,-0.5,,0,0,
281,7,282,A2F14,,,,,,4,,280,22/10/2019,36,22,-6.51,195,-0.5,0.5,,0,0,
282,8,283,A2F14,,,,,,4,,280,22/10/2019,36,22,-6.51,165,0,0,,0,0,
283,1,284,A3F14,,,,,,2,,286,22/10/2019,37,22,-6.51,0,0,0,,0,0,
284,2,285,A3F14,,,,,,2,,286,22/10/2019,37,22,-6.51,45,0,0,,0,0,
285,3,286,,,,,,,,,,22/10/2019,37,22,-6.51,,,,,,,
286,4,287,A3F14,,,,,,2,,286,22/10/2019,37,22,-6.51,150,0,0,,0,-1,
287,1,288,A1F11,0.5,sphere,-2.25,-2.25,-6.7,4,290,291,22/10/2019,38,22,-6.51,0,0,0.5,289,0,0,0
288,2,289,A1F11,,,,,,4,290,291,22/10/2019,38,22,-6.51,0,0,0.5,,0,0,
289,3,290,A1,,,,,,,,291,22/10/2019,38,22,-6.51,,0,0.5,,,,
290,4,291,,,,,,,,,,22/10/2019,38,22,-6.51,,,,,,,
291,1,292,A12F13,,,,,,4,,298,23/10/2019,39,22,-6.51,0,0,0,,0,0,
292,2,293,A12F13,,,,,,4,,298,23/10/2019,39,22,-6.51,15,0,-0.5,,0,0,
293,3,294,A12F13,,,,,,4,,298,23/10/2019,39,22,-6.51,30,0,0.5,,0,0,
294,4,295,A12F13,,,,,,4,,298,23/10/2019,39,22,-6.51,45,0.5,0,,0,0,
295,5,296,A12F13,,,,,,4,,298,23/10/2019,39,22,-6.51,60,-0.5,0,,0,0,
296,6,297,A12F13,,,,,,4,,298,23/10/2019,39,22,-6.51,75,0.5,0.5,,0,0,
297,7,298,,,,,,,,,,23/10/2019,39,22,-6.51,,,,,,,
298,8,299,A12F13,,,,,,4,,298,23/10/2019,39,22,-6.51,-15,0,0,,0,0,
299,9,300,A12F13,,,,,,4,,298,23/10/2019,39,22,-6.51,-30,-0.5,-0.5,,0,0,
300,10,301,A12F13,,,,,,4,,298,23/10/2019,39,22,-6.51,-45,0,1,,0,0,
301,11,302,A12F13,,,,,,4,,298,23/10/2019,39,22,-6.51,-60,0,-1,,0,0,
302,12,303,A12F13,,,,,,4,,298,23/10/2019,39,22,-6.51,-75,1,0,,0,0,
303,13,304,A12F13,,,,,,4,,298,23/10/2019,39,22,-6.51,-90,-1,0,,0,0,
304,1,305,A12F13,,,,,,4,,308,23/10/2019,40,22,-6.51,180,0,0,,0,0,
305,2,306,A12F13,,,,,,4,,308,23/10/2019,40,22,-6.51,195,-1,0,,0,0,
306,3,307,A12F13,,,,,,4,,308,23/10/2019,40,22,-6.51,210,-1,0,,0,0,
307,4,308,,,,,,,,,,23/10/2019,40,22,-6.51,,,,,,,
308,5,309,A12F13,,,,,,4,,308,23/10/2019,40,22,-6.51,165,0.5,0.5,,0,0,
309,6,310,A12F13,,,,,,4,,308,23/10/2019,40,22,-6.51,150,0.5,0.5,,0,-1,
310,7,311,A12F13,,,,,,4,,308,23/10/2019,40,22,-6.51,0,0.5,0.5,,0,-1,
311,1,312,A15F13,,,,,,2,,316,23/10/2019,41,22,-6.51,0,0,0,,0,0,
312,2,313,A15F13,,,,,,2,,316,23/10/2019,41,22,-6.51,90,0,0.5,,0,0,
313,3,314,A15F13,,,,,,2,,316,23/10/2019,41,22,-6.51,180,0,-0.5,,0,0,
314,4,315,A15F13,,,,,,2,,316,23/10/2019,41,22,-6.51,-90,-0.5,0,,0,0,
315,5,316,,,,,,,,,,23/10/2019,41,22,-6.51,,,,,,,
316,6,317,A16F13,,,,,,2,,316,23/10/2019,41,22,-6.51,180,0,0,,0,0,
317,7,318,A16F13,,,,,,2,,316,23/10/2019,41,22,-6.51,0,0,-0.5,,0,0,
318,8,319,A16F13,,,,,,2,,316,23/10/2019,41,22,-6.51,90,0.5,0,,0,0,
319,9,320,A16F13,,,,,,2,,316,23/10/2019,41,22,-6.51,-90,0,0,,0,-1,
320,1,321,A2F13,,,,,,3,,325,23/10/2019,42,22,-6.51,0,0,0,,0,0,
321,2,322,A2F13,,,,,,3,,325,23/10/2019,42,22,-6.51,30,0,-0.5,,0,0,
322,3,323,A2F13,,,,,,3,,325,23/10/2019,42,22,-6.51,90,0,0.5,,0,0,
323,4,324,A2F13,,,,,,3,,325,23/10/2019,42,22,-6.51,105,0.5,0,,0,0,
324,5,325,,,,,,,,,,23/10/2019,42,22,-6.51,,,,,,,
325,6,326,A2F13,,,,,,3,,325,23/10/2019,42,22,-6.51,180,0.5,0.5,,0,0,
326,7,327,A2F13,,,,,,3,,325,23/10/2019,42,22,-6.51,210,0,0,,0,0,
327,8,328,A2F13,,,,,,3,,325,23/10/2019,42,22,-6.51,-90,-0.5,0,,0,0,
328,1,329,A3F13,,,,,,2,,331,23/10/2019,43,22,-6.51,0,0,0,,0,0,
329,2,330,A3F13,,,,,,2,,331,23/10/2019,43,22,-6.51,90,-0.5,0,,0,0,
330,3,331,,,,,,,,,,23/10/2019,43,22,-6.51,,,,,,,
331,4,332,A3F13,,,,,,2,,331,23/10/2019,43,22,-6.51,180,0.5,0,,0,0,
332,5,333,A3F13,,,,,,2,,331,23/10/2019,43,22,-6.51,-90,0,0,,0,0,
333,1,334,A11F3,,,,,,2,,339,24/10/2019,44,21,-6.51,0,0,0,,0,0,
334,2,335,A11F3,,,,,,2,,339,24/10/2019,44,21,-6.51,30,0,0.5,,0,0,
335,3,336,A11F3,,,,,,2,,339,24/10/2019,44,21,-6.51,45,0,-0.5,,0,0,
336,4,337,A11F3,,,,,,2,,339,24/10/2019,44,21,-6.51,75,0.5,0,,0,0,
337,5,338,A11F3,,,,,,2,,339,24/10/2019,44,21,-6.51,90,-0.5,0,,0,0,
338,6,339,,,,,,,,,,24/10/2019,44,21,-6.51,,,,,,,
339,7,340,A11F3,,,,,,2,,339,24/10/2019,44,21,-6.51,-15,0,-1,,0,0,
340,8,341,A11F3,,,,,,2,,339,24/10/2019,44,21,-6.51,-30,0,1,,0,0,
341,9,342,A11F3,,,,,,2,,339,24/10/2019,44,21,-6.51,180,1,0,,0,0,
342,10,343,A11F3,,,,,,2,,339,24/10/2019,44,21,-6.51,180,0,0,,0,-1,
343,11,344,A11F3,,,,,,2,,339,24/10/2019,44,21,-6.51,195,-1,0,,0,0,
344,1,345,A11F3,,,,,,2,,347,24/10/2019,45,21,-6.51,210,0,0,,0,0,
345,2,346,A11F3,,,,,,2,,347,24/10/2019,45,21,-6.51,225,0.5,0.5,,0,0,
346,3,347,,,,,,,,,,24/10/2019,45,21,-6.51,,,,,,,
347,4,348,A11F3,,,,,,2,,347,24/10/2019,45,21,-6.51,165,0,0,,0,0,
348,5,349,A11F3,,,,,,2,,347,24/10/2019,45,21,-6.51,180,0,0,,0,1,
349,1,350,A12F3,,,,,,2,,353,24/10/2019,46,21,-6.51,0,0,0,,0,0,
350,2,351,A12F3,,,,,,2,,353,24/10/2019,46,21,-6.51,90,0,0.5,,0,0,
351,3,352,A12F3,,,,,,2,,353,24/10/2019,46,21,-6.51,180,0.5,0,,0,0,
352,4,353,,,,,,,,,,24/10/2019,46,21,-6.51,,,,,,,
353,5,354,A12F3,,,,,,2,,353,24/10/2019,46,21,-6.51,-90,0,1,,0,0,
354,6,355,A12F3,,,,,,2,,353,24/10/2019,46,21,-6.51,-45,0,0,,0,-1.5,
355,7,356,A12F3,,,,,,2,,353,24/10/2019,46,21,-6.51,45,0,0,,1,0,
356,1,357,A13F3,,,,,,2,,360,24/10/2019,47,22,-6.51,180,0,0,,0,0,
357,2,358,A13F3,,,,,,2,,360,24/10/2019,47,22,-6.51,-90,0,-0.5,,0,0,
358,3,359,A13F3,,,,,,2,,360,24/10/2019,47,22,-6.51,0,0.5,0,,0,0,
359,4,360,,,,,,,,,,24/10/2019,47,22,-6.51,,,,,,,
360,5,361,A13F3,,,,,,2,,360,24/10/2019,47,22,-6.51,90,0,0,,0,-1,
361,6,362,A13F3,,,,,,2,,360,24/10/2019,47,22,-6.51,45,0,0,,0,0,
362,1,363,A14F3,,,,,,2,,366,24/10/2019,48,22,-6.51,0,0,0,,0,0,
363,2,364,A14F3,,,,,,2,,366,24/10/2019,48,22,-6.51,90,0,1,,0,0,
364,3,365,A14F3,,,,,,2,,366,24/10/2019,48,22,-6.51,45,0,0,,0,0,
365,4,366,,,,,,,,,,24/10/2019,48,22,-6.51,,,,,,,
366,1,367,A1F3,,,,,,3,,372,24/10/2019,49,21,-6.51,15,0,0,,0,0,
367,2,368,A1F3,,,,,,3,,372,24/10/2019,49,21,-6.51,30,0,-0.5,,0,0,
368,3,369,A1F3,,,,,,3,,372,24/10/2019,49,21,-6.51,45,0,0.5,,0,0,
369,4,370,A1F3,,,,,,3,,372,24/10/2019,49,21,-6.51,60,0.5,0,,0,0,
370,5,371,A1F3,,,,,,3,,372,24/10/2019,49,21,-6.51,180,0,0,,0,0,
371,6,372,,,,,,,,,,24/10/2019,49,21,-6.51,,,,,,,
372,7,373,A1F3,,,,,,3,,372,24/10/2019,49,21,-6.51,195,-0.5,0,,0,0,
373,8,374,A1F3,,,,,,3,,372,24/10/2019,49,21,-6.51,210,-0.5,-0.5,,0,0,
374,9,375,A1F3,,,,,,3,,372,24/10/2019,49,21,-6.51,225,0.5,0.5,,0,0,
375,10,376,A1F3,,,,,,3,,372,24/10/2019,49,21,-6.51,240,0.5,-0.5,,0,0,
376,11,377,A1F3,,,,,,3,,372,24/10/2019,49,21,-6.51,180,0.5,-0.5,,0,0.5,
377,1,378,A1F3,,,,,,3,,383,24/10/2019,50,21,-6.51,15,0,-1,,0,0,
378,2,379,A1F3,,,,,,3,,383,24/10/2019,50,21,-6.51,30,-1,0,,0,0,
379,3,380,A1F3,,,,,,3,,383,24/10/2019,50,21,-6.51,45,1,0,,0,0,
380,4,381,A1F3,,,,,,3,,383,24/10/2019,50,21,-6.51,60,0,1,,0,0,
381,5,382,A1F3,,,,,,3,,383,24/10/2019,50,21,-6.51,195,0,1,,0,0,
382,6,383,,,,,,,,,,24/10/2019,50,21,-6.51,,,,,,,
383,7,384,A1F3,,,,,,3,,383,24/10/2019,50,21,-6.51,210,0,0,,0,0,
384,8,385,A1F3,,,,,,3,,383,24/10/2019,50,21,-6.51,225,-0.5,-0.5,,0,0,
385,9,386,A1F3,,,,,,3,,383,24/10/2019,50,21,-6.51,240,0,1,,0,0,
386,10,387,A1F3,,,,,,3,,383,24/10/2019,50,21,-6.51,240,0,-1,,0,0,
387,1,388,A2F3,,,,,,2,,392,24/10/2019,51,22,-6.51,0,0,0,,0,0,
388,2,389,A2F3,,,,,,2,,392,24/10/2019,51,22,-6.51,90,0,-0.5,,0,0,
389,3,390,A2F3,,,,,,2,,392,24/10/2019,51,22,-6.51,45,0,0.5,,0,-0.5,
390,4,391,A2F3,,,,,,2,,392,24/10/2019,51,22,-6.51,180,0.5,0,,0,1.5,
391,5,392,,,,,,,,,,24/10/2019,51,22,-6.51,,,,,,,
392,1,393,,,,,,,,,,24/10/2019,52,22,-6.51,,,,,,,
393,2,394,A15F3,,,,,,2,,393,24/10/2019,52,22,-6.51,0,0,0,,0,0,
394,3,395,A15F3,,,,,,2,,393,24/10/2019,52,22,-6.51,90,0,0,,0,-1.5,
395,1,396,A3F3,,,,,,2,,399,24/10/2019,53,22,-6.51,0,0,0,,0,0,
396,2,397,A3F3,,,,,,2,,399,24/10/2019,53,22,-6.51,90,0,0,,1,1,
397,3,398,A3F3,,,,,,2,,399,24/10/2019,53,22,-6.51,45,0,0,,-1,0,
398,4,399,,,,,,,,,,24/10/2019,53,22,-6.51,,,,,,,
399,1,400,A16F3,,,,,,2,,402,24/10/2019,54,22,-6.51,0,0,0,,0,0,
400,2,401,A16F3,,,,,,2,,402,24/10/2019,54,22,-6.51,90,0,0,,0,-1,
401,3,402,,,,,,,,,,24/10/2019,54,22,-6.51,,,,,,,
402,1,403,A3F5,,,,,,4,,408,25/10/2019,55,23,-6.51,0,0,0,,0,0,
403,2,404,A3F5,,,,,,4,,408,25/10/2019,55,23,-6.51,15,0,-0.5,,0,0,
404,3,405,A3F5,,,,,,4,,408,25/10/2019,55,23,-6.51,30,-0.5,0,,0,0,
405,4,406,A3F5,,,,,,4,,408,25/10/2019,55,23,-6.51,45,0.5,0,,0,0,
406,5,407,A3F5,,,,,,4,,408,25/10/2019,55,23,-6.51,180,0,0,,0,0,
407,6,408,,,,,,,,,,25/10/2019,55,23,-6.51,,,,,,,
408,7,409,A3F5,,,,,,4,,408,25/10/2019,55,23,-6.51,195,-0.5,-0.5,,0,0,
409,8,410,A3F5,,,,,,4,,408,25/10/2019,55,23,-6.51,210,-0.5,0.5,,0,0,
410,9,411,A3F5,,,,,,4,,408,25/10/2019,55,23,-6.51,225,0,0,,0,0,
411,10,412,A3F5,,,,,,4,,408,25/10/2019,55,23,-6.51,180,0,0,,0,-2,
412,11,413,A3F5,,,,,,4,,408,25/10/2019,55,23,-6.51,195,0,0.5,,0,-2,
413,1,414,A3F5,,,,,,4,,419,26/10/2019,56,23,-6.51,210,0,0,,0,1,
414,2,415,A3F5,,,,,,4,,419,26/10/2019,56,23,-6.51,225,0,0,,0,-1.5,
415,3,416,A3F5,,,,,,4,,419,26/10/2019,56,23,-6.51,0,0,-0.5,,0,1,
416,4,417,A3F5,,,,,,4,,419,26/10/2019,56,23,-6.51,15,-0.5,0,,0,-2,
417,5,418,A3F5,,,,,,4,,419,26/10/2019,56,23,-6.51,30,0.5,0,,0,1,
418,6,419,,,,,,,,,,26/10/2019,56,23,-6.51,,,,,,,
419,7,420,A3F5,,,,,,4,,419,26/10/2019,56,23,-6.51,45,0,0,,0,1.5,
420,8,421,A3F5,,,,,,4,,419,26/10/2019,56,23,-6.51,0,0,0.5,,0,1.5,
421,9,422,A3F5,,,,,,4,,419,26/10/2019,56,23,-6.51,15,0,0,,0,1.5,
422,10,423,A3F5,,,,,,4,,419,26/10/2019,56,23,-6.51,30,0,0,,0,-1,
423,1,424,A15F5,,,,,,4,,429,25/10/2019,57,22,-6.51,0,0,0,,0,0,
424,2,425,A15F5,,,,,,4,,429,25/10/2019,57,22,-6.51,15,0,0.5,,0,0,
425,3,426,A15F5,,,,,,4,,429,25/10/2019,57,22,-6.51,30,0,-0.5,,0,0,
426,4,427,A15F5,,,,,,4,,429,25/10/2019,57,22,-6.51,45,0.5,0,,0,0,
427,5,428,A15F5,,,,,,4,,429,25/10/2019,57,22,-6.51,180,0,0,,0,-1,
428,6,429,,,,,,,,,,25/10/2019,57,22,-6.51,,,,,,,
429,7,430,A15F5,,,,,,4,,429,25/10/2019,57,22,-6.51,195,0,0,,0,-1,
430,8,431,A15F5,,,,,,4,,429,25/10/2019,57,22,-6.51,210,0,-0.5,,0,-1,
431,9,432,A15F5,,,,,,4,,429,25/10/2019,57,22,-6.51,-15,0.5,0.5,,0,0,
432,10,433,A15F5,,,,,,4,,429,25/10/2019,57,22,-6.51,-30,-0.5,-0.5,,0,0,
433,11,434,A15F5,,,,,,4,,429,25/10/2019,57,22,-6.51,0,0.5,-0.5,,0,0.5,
434,1,435,A15F5,,,,,,4,,439,25/10/2019,58,22,-6.51,15,0,0,,-0.5,0.5,
435,2,436,A15F5,,,,,,4,,439,25/10/2019,58,22,-6.51,30,0.5,0,,0,0,
436,3,437,A15F5,,,,,,4,,439,25/10/2019,58,22,-6.51,45,0,-0.5,,0,0,
437,4,438,A15F5,,,,,,4,,439,25/10/2019,58,22,-6.51,180,0,0.5,,0,0,
438,5,439,,,,,,,,,,25/10/2019,58,22,-6.51,,,,,,,
439,1,440,A2F5,,,,,,4,,444,25/10/2019,59,22,-6.51,180,0,0,,0,0,
440,2,441,A2F5,,,,,,4,,444,25/10/2019,59,22,-6.51,195,0,-0.5,,0,0,
441,3,442,A2F5,,,,,,4,,444,25/10/2019,59,22,-6.51,210,-0.5,0,,0,0,
442,4,443,A2F5,,,,,,4,,444,25/10/2019,59,22,-6.51,225,0.5,0,,0,0,
443,5,444,,,,,,,,,,25/10/2019,59,22,-6.51,,,,,,,
444,6,445,A2F5,,,,,,4,,444,25/10/2019,59,22,-6.51,165,0,0.5,,0,0,
445,7,446,A2F5,,,,,,4,,444,25/10/2019,59,22,-6.51,150,0,0,,0,0,
446,8,447,A2F5,,,,,,4,,444,25/10/2019,59,22,-6.51,135,0,-0.5,,0,0,
447,1,448,A16F5,,,,,,4,,453,25/10/2019,60,22,-6.51,0,0,0,,0,0,
448,2,449,A16F5,,,,,,4,,453,25/10/2019,60,22,-6.51,15,0,-0.5,,0,0,
449,3,450,A16F5,,,,,,4,,453,25/10/2019,60,22,-6.51,30,0.5,0,,0,0,
450,4,451,A16F5,,,,,,4,,453,25/10/2019,60,22,-6.51,180,-0.5,0,,0,0,
451,5,452,A16F5,,,,,,4,,453,25/10/2019,60,22,-6.51,195,0,-0.5,,0,0,
452,6,453,,,,,,,,,,25/10/2019,60,22,-6.51,,,,,,,
453,7,454,A16F5,,,,,,4,,453,25/10/2019,60,22,-6.51,210,0.5,0,,0,0,
454,8,455,A16F5,,,,,,4,,453,25/10/2019,60,22,-6.51,225,0,0,,0,0,
455,9,456,A16F5,,,,,,4,,453,25/10/2019,60,22,-6.51,180,0,0,,0,-1,
456,10,457,A16F5,,,,,,4,,453,25/10/2019,60,22,-6.51,195,0.5,0,,0,-1.25,
457,11,458,A16F5,,,,,,4,,453,25/10/2019,60,22,-6.51,210,0,-0.5,,0,-1.5,
458,1,459,A16F5,,,,,,4,,463,25/10/2019,61,22,-6.51,225,0,-0.5,,0,-2,
459,2,460,A16F5,,,,,,4,,463,25/10/2019,61,22,-6.51,0,0,-0.5,,0,1.5,
460,3,461,A16F5,,,,,,4,,463,25/10/2019,61,22,-6.51,15,0.5,0,,0,1,
461,4,462,A16F5,,,,,,4,,463,25/10/2019,61,22,-6.51,30,0,0,,0,0,
462,5,463,,,,,,,,,,25/10/2019,61,22,-6.51,,,,,,,
463,1,464,A12F1,,,,,,1,,469,26/10/2019,62,21,-6.51,0,0,0,,0,0,
464,2,465,A12F1,,,,,,1,,469,26/10/2019,62,21,-6.51,15,0,-0.5,,0,0,
465,3,466,A12F1,,,,,,1,,469,26/10/2019,62,21,-6.51,30,0,0.5,,0,0,
466,4,467,A12F1,,,,,,1,,469,26/10/2019,62,21,-6.51,45,-0.5,0,,0,0,
467,5,468,A12F1,,,,,,1,,469,26/10/2019,62,21,-6.51,90,0.5,0,,0,0,
468,6,469,,,,,,,,,,26/10/2019,62,21,-6.51,,,,,,,
469,7,470,A12F1,,,,,,1,,469,26/10/2019,62,21,-6.51,-45,0,0,,0,0,
470,8,471,A12F1,,,,,,1,,469,26/10/2019,62,21,-6.51,-90,0.5,0.5,,0,0,
471,9,472,A12F1,,,,,,1,,469,26/10/2019,62,21,-6.51,-15,-0.5,-0.5,,0,0,
472,10,473,A12F1,,,,,,1,,469,26/10/2019,62,21,-6.51,-30,-0.5,0.5,,0,0,
473,11,474,A12F1,,,,,,1,,469,26/10/2019,62,21,-6.51,-60,0,0,,0,-2,
474,1,475,A12F1,,,,,,1,,480,26/10/2019,63,21,-6.51,180,0,-0.5,,1,1,
475,2,476,A12F1,,,,,,1,,480,26/10/2019,63,21,-6.51,195,0,0.5,,-2,-1,
476,3,477,A12F1,,,,,,1,,480,26/10/2019,63,21,-6.51,210,0.5,0,,0,2,
477,4,478,A12F1,,,,,,1,,480,26/10/2019,63,21,-6.51,225,-0.5,0,,-2,0,
478,5,479,A12F1,,,,,,1,,480,26/10/2019,63,21,-6.51,165,0.5,0.5,,1,-1,
479,6,480,,,,,,,,,,26/10/2019,63,21,-6.51,,,,,,,
480,7,481,A12F1,,,,,,1,,480,26/10/2019,63,21,-6.51,150,-0.5,-0.5,,-2,0,
481,8,482,A12F1,,,,,,1,,480,26/10/2019,63,21,-6.51,135,0,0,,2,2,
482,9,483,A12F1,,,,,,1,,480,26/10/2019,63,21,-6.51,0,0,0.5,,-2,-2,
483,1,484,A14F1,,,,,,1,,489,26/10/2019,64,22,-6.51,0,0,0,,0,0,
484,2,485,A14F1,,,,,,1,,489,26/10/2019,64,22,-6.51,15,0,-0.5,,0,0,
485,3,486,A14F1,,,,,,1,,489,26/10/2019,64,22,-6.51,30,0,0.5,,0,0,
486,4,487,A14F1,,,,,,1,,489,26/10/2019,64,22,-6.51,45,0.5,0,,0,0,
487,5,488,A14F1,,,,,,1,,489,26/10/2019,64,22,-6.51,90,-0.5,0,,0,0,
488,6,489,,,,,,,,,,26/10/2019,64,22,-6.51,,,,,,,
489,7,490,A14F1,,,,,,1,,489,26/10/2019,64,22,-6.51,-30,0,0,,0,-2,
490,8,491,A14F1,,,,,,1,,489,26/10/2019,64,22,-6.51,-45,0,-0.5,,0,2,
491,9,492,A14F1,,,,,,1,,489,26/10/2019,64,22,-6.51,-60,0.5,0.5,,1,0,
492,10,493,A14F1,,,,,,1,,489,26/10/2019,64,22,-6.51,-90,-0.5,-0.5,,0,0,
493,11,494,A14F1,,,,,,1,,489,26/10/2019,64,22,-6.51,-105,0,0,,0,0,
494,1,495,A14F1,,,,,,1,,499,26/10/2019,65,22,-6.51,180,0,0.5,,0,0,
495,2,496,A14F1,,,,,,1,,499,26/10/2019,65,22,-6.51,165,0.5,0,,0,0,
496,3,497,A14F1,,,,,,1,,499,26/10/2019,65,22,-6.51,150,0,0,,2,2,
497,4,498,A14F1,,,,,,1,,499,26/10/2019,65,22,-6.51,0,0,0,,-2,-2,
498,5,499,,,,,,,,,,26/10/2019,65,22,-6.51,,,,,,,
499,1,500,A1F1,,,,,,2,,505,26/10/2019,66,21,-6.51,0,0,0,,0,0,
500,2,501,A1F1,,,,,,2,,505,26/10/2019,66,21,-6.51,15,0,-0.5,,0,0,
501,3,502,A1F1,,,,,,2,,505,26/10/2019,66,21,-6.51,30,0,0.5,,0,0,
502,4,503,A1F1,,,,,,2,,505,26/10/2019,66,21,-6.51,45,-0.5,0,,0,0,
503,5,504,A1F1,,,,,,2,,505,26/10/2019,66,21,-6.51,60,0.5,0,,0,0,
504,6,505,,,,,,,,,,26/10/2019,66,21,-6.51,,,,,,,
505,7,506,A1F1,,,,,,2,,505,26/10/2019,66,21,-6.51,90,-0.5,-0.5,,0,0,
506,8,507,A1F1,,,,,,2,,505,26/10/2019,66,21,-6.51,-15,0.5,0.5,,0,0,
507,9,508,A1F1,,,,,,2,,505,26/10/2019,66,21,-6.51,-45,0,0,,0,-2,
508,10,509,A1F1,,,,,,2,,505,26/10/2019,66,21,-6.51,-60,0,0,,0,1,
509,11,510,A1F1,,,,,,2,,505,26/10/2019,66,21,-6.51,-90,0,-0.5,,0,-2,
510,1,511,A1F1,,,,,,2,,516,26/10/2019,67,21,-6.51,180,0,0.5,,0,0,
511,2,512,A1F1,,,,,,2,,516,26/10/2019,67,21,-6.51,195,0.5,0,,1,0,
512,3,513,A1F1,,,,,,2,,516,26/10/2019,67,21,-6.51,210,-0.5,0,,1,1,
513,4,514,A1F1,,,,,,2,,516,26/10/2019,67,21,-6.51,225,0,0,,0,-2,
514,5,515,A1F1,,,,,,2,,516,26/10/2019,67,21,-6.51,165,0.5,0.5,,0,-2,
515,6,516,,,,,,,,,,26/10/2019,67,21,-6.51,,,,,,,
516,7,517,A1F1,,,,,,2,,516,26/10/2019,67,21,-6.51,0,0,-0.5,,0,1,
517,8,518,A1F1,,,,,,2,,516,26/10/2019,67,21,-6.51,-30,0.5,0,,0,0,
518,9,519,A1F1,,,,,,2,,516,26/10/2019,67,21,-6.51,150,-0.5,0,,0,0,
519,10,520,A1F1,,,,,,2,,516,26/10/2019,67,21,-6.51,135,0,-0.5,,0,0,
520,1,521,A3F1,,,,,,1,,526,26/10/2019,68,23,-6.51,0,0,0,,0,0,
521,2,522,A3F1,,,,,,1,,526,26/10/2019,68,23,-6.51,30,0.5,0,,0,0,
522,3,523,A3F1,,,,,,1,,526,26/10/2019,68,23,-6.51,45,-0.5,0,,0,-2,
523,4,524,A3F1,,,,,,1,,526,26/10/2019,68,23,-6.51,90,-0.5,0,,0,2,
524,5,525,A3F1,,,,,,1,,526,26/10/2019,68,23,-6.51,-45,-0.5,0,,2,2,
525,6,526,,,,,,,,,,26/10/2019,68,23,-6.51,,,,,,,
526,7,527,A3F1,,,,,,1,,526,26/10/2019,68,23,-6.51,-15,0,0,,0,-2,
527,8,528,A3F1,,,,,,1,,526,26/10/2019,68,23,-6.51,-90,0,0,,0,0,
528,9,529,A3F1,,,,,,1,,526,26/10/2019,68,23,-6.51,-45,0,0,,1,0,
529,10,530,A3F1,,,,,,1,,526,26/10/2019,68,23,-6.51,180,0.5,0,,0,0,
530,1,531,A16F1,,,,,,1,,535,26/10/2019,69,22,-6.51,0,0,0,,0,0,
531,2,532,A16F1,,,,,,1,,535,26/10/2019,69,22,-6.51,30,0,-0.5,,0,0,
532,3,533,A16F1,,,,,,1,,535,26/10/2019,69,22,-6.51,45,0,0.5,,0,0,
533,4,534,A16F1,,,,,,1,,535,26/10/2019,69,22,-6.51,90,0,0,,0,0,
534,5,535,,,,,,,,,,26/10/2019,69,22,-6.51,,,,,,,
535,6,536,A16F1,,,,,,1,,535,26/10/2019,69,22,-6.51,-45,0,0,,0,-2,
536,7,537,A16F1,,,,,,1,,535,26/10/2019,69,22,-6.51,-90,0,0,,0,2,
537,8,538,A16F1,,,,,,1,,535,26/10/2019,69,22,-6.51,180,0,0,,0,0,
538,1,539,A15F2,,,,,,1,,543,28/10/2019,70,22,-6.51,0,0,0,,0,0,
539,2,540,A15F2,,,,,,1,,543,28/10/2019,70,22,-6.51,45,0.5,0,,0,0,
540,3,541,A15F2,,,,,,1,,543,28/10/2019,70,22,-6.51,90,0,0.5,,0,0,
541,4,542,A15F2,,,,,,1,,543,28/10/2019,70,22,-6.51,-45,0,-0.5,,0,0,
542,5,543,,,,,,,,,,28/10/2019,70,22,-6.51,,,,,,,
543,6,544,A15F2,,,,,,1,,543,28/10/2019,70,22,-6.51,-90,-0.5,0,,0,0,
